City,Region,Category,Sub_Category,Product_Name,Unnamed:_5,Unnamed:_6,Unnamed:_7,Unnamed:_8,Date,On_Hand,On_Order,Lead_Time_Days,Reorder_Level,Stockout_Flag
Huntsville,Central,Office Supplies,Binders,GBC Personal VeloBind Strips,,,,,2014-10-10,166,94,7,64,0
Huntsville,Central,Office Supplies,Binders,Avery Non-Stick Binders,,,,,2014-10-10,35,80,9,32,0
Houston,Central,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",,,,,2016-09-05,36,29,11,62,1
New York City,East,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",,,,,2014-11-20,27,3,4,43,1
New York City,East,Technology,Phones,Toshiba IPT2010-SD IP Telephone,,,,,2014-11-20,24,28,8,21,0
New York City,East,Office Supplies,Binders,3M Organizer Strips,,,,,2014-11-20,30,20,5,67,1
New York City,East,Office Supplies,Paper,Xerox 2000,,,,,2014-11-20,141,50,10,64,0
Philadelphia,East,Furniture,Bookcases,Bestar Classic Bookcase,,,,,2014-05-10,2,94,13,22,1
Philadelphia,East,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,,,,,2014-05-10,64,62,3,20,0
Columbus,Central,Office Supplies,Paper,Xerox 1909,,,,,2017-11-27,167,28,13,30,0
Columbus,Central,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,,,,,2017-11-27,198,65,10,44,0
Long Beach,East,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,,,,,2014-11-01,67,2,7,64,0
Long Beach,East,Office Supplies,Paper,Xerox 1934,,,,,2014-11-01,121,77,13,37,0
Long Beach,East,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",,,,,2014-11-01,12,99,8,44,1
Lancaster,East,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",,,,,2016-12-30,135,36,14,71,0
Chicago,Central,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",,,,,2016-09-03,158,0,2,47,0
Denver,West,Technology,Accessories,Logitech MX Performance Wireless Mouse,,,,,2017-10-05,22,66,9,79,1
Seattle,West,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,,,,,2016-01-30,113,20,6,24,0
Seattle,West,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,,,,,2016-01-30,18,60,6,59,1
Houston,Central,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,,,,,2017-04-21,95,97,11,81,0
Houston,Central,Office Supplies,Paper,Xerox 230,,,,,2017-04-21,117,48,5,47,0
Los Angeles,West,Office Supplies,Art,Prang Colored Pencils,,,,,2014-12-05,195,91,8,50,0
Los Angeles,West,Office Supplies,Paper,Xerox 1933,,,,,2014-12-05,138,69,5,34,0
Los Angeles,West,Office Supplies,Fasteners,Advantus Plastic Paper Clips,,,,,2014-12-05,125,70,13,31,0
Newport News,South,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",,,,,2014-10-21,147,28,12,27,0
Newport News,South,Furniture,Tables,Hon 2111 Invitation Series Straight Table,,,,,2014-10-21,144,78,4,98,0
Newport News,South,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,,,,,2014-10-21,51,93,8,91,1
Los Angeles,West,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",,,,,2015-12-08,34,58,11,32,0
Los Angeles,West,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,,,,,2015-12-08,148,83,11,93,0
Seattle,West,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",,,,,2014-11-02,151,80,13,62,0
Seattle,West,Technology,Phones,Samsung Rugby III,,,,,2014-11-02,195,1,11,90,0
Omaha,Central,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,,,,,2016-12-18,8,53,9,20,1
Morristown,East,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",,,,,2015-11-23,59,96,6,23,0
Morristown,East,Office Supplies,Art,Newell 315,,,,,2015-11-23,60,69,12,73,1
Philadelphia,East,Office Supplies,Storage,Fellowes High-Stak Drawer Files,,,,,2015-08-13,60,52,14,91,1
New York City,East,Furniture,Chairs,Novimex Turbo Task Chair,,,,,2015-04-16,143,89,3,97,0
Springfield,South,Technology,Phones,Samsung Galaxy S4 Active,,,,,2014-03-21,145,57,14,98,0
Springfield,South,Office Supplies,Labels,Avery 492,,,,,2014-03-21,31,8,6,84,1
Springfield,South,Office Supplies,Paper,Xerox 1919,,,,,2014-03-21,69,59,11,62,0
Springfield,South,Office Supplies,Art,American Pencil,,,,,2014-03-21,116,35,8,68,0
Springfield,South,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",,,,,2014-03-21,163,67,7,74,0
Roseville,West,Furniture,Furnishings,DAX Cubicle Frames - 8x10,,,,,2017-11-16,83,23,4,49,0
Rockford,Central,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,,,,,2015-09-25,18,95,4,50,1
Philadelphia,East,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",,,,,2016-09-05,104,12,13,86,0
Philadelphia,East,Furniture,Chairs,"Global Task Chair, Black",,,,,2016-09-05,171,32,4,86,0
Philadelphia,East,Office Supplies,Art,Newell 329,,,,,2016-09-05,188,59,8,66,0
Philadelphia,East,Furniture,Chairs,Global Comet Stacking Arm Chair,,,,,2016-09-05,172,80,8,49,0
Detroit,Central,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,,,,,2017-04-20,62,64,4,61,0
Detroit,Central,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,,,,,2017-04-20,132,82,9,22,0
Los Angeles,West,Technology,Phones,Jabra SPEAK 410,,,,,2015-06-15,91,0,8,98,1
Springfield,West,Office Supplies,Art,Newell 313,,,,,2014-09-17,192,8,12,81,0
Springfield,West,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,,,,,2014-09-17,172,86,11,87,0
Springfield,West,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,,,,,2014-09-17,15,20,7,24,1
Springfield,West,Technology,Machines,Plantronics Single Ear Headset,,,,,2014-09-17,175,66,2,85,0
Springfield,West,Office Supplies,Paper,Xerox 1960,,,,,2014-09-17,31,86,4,66,1
Springfield,West,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",,,,,2014-09-17,18,78,10,98,1
Providence,East,Office Supplies,Paper,Xerox 213,,,,,2016-07-08,81,83,2,25,0
Chicago,Central,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,,,,,2016-05-27,19,94,2,53,1
Chicago,Central,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,,,,,2016-05-27,32,98,8,63,1
Chicago,Central,Office Supplies,Storage,Standard Rollaway File with Lock,,,,,2016-05-27,132,17,7,65,0
Dallas,Central,Office Supplies,Storage,Economy Rollaway Files,,,,,2017-12-24,179,33,4,73,0
San Francisco,West,Office Supplies,Paper,Xerox 2,,,,,2017-05-03,17,61,10,57,1
San Francisco,West,Office Supplies,Art,Newell 350,,,,,2017-05-03,23,52,8,43,1
Moreno Valley,West,Office Supplies,Paper,Xerox 220,,,,,2014-02-22,133,22,3,38,0
Garden City,Central,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",,,,,2015-02-08,56,95,10,68,1
Garden City,Central,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",,,,,2015-02-08,5,25,11,34,1
Garden City,Central,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",,,,,2015-02-08,135,67,12,73,0
New York City,East,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",,,,,2015-08-24,192,49,7,26,0
Orlando,South,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",,,,,2014-11-30,175,65,10,71,0
Watertown,East,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",,,,,2016-12-10,40,26,10,32,0
Watertown,East,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,,,,,2016-12-10,119,44,9,49,0
Los Angeles,West,Furniture,Tables,Chromcraft Rectangular Conference Tables,,,,,2017-10-27,19,62,3,42,1
Los Angeles,West,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,,,,,2017-10-27,161,28,9,80,0
Los Angeles,West,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,,,,,2014-11-25,122,58,5,90,0
Los Angeles,West,Furniture,Chairs,Hon GuestStacker Chair,,,,,2014-11-25,106,65,4,92,0
Los Angeles,West,Office Supplies,Art,Staples in misc. colors,,,,,2014-11-25,56,40,5,42,0
Newark,East,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,,,,,2014-07-14,37,7,4,81,1
Detroit,Central,Office Supplies,Appliances,Harmony Air Purifier,,,,,2015-05-23,188,20,3,24,0
Detroit,Central,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,,,,,2015-05-23,30,97,14,47,1
Phoenix,West,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,,,,,2015-11-21,177,97,5,94,0
Phoenix,West,Technology,Accessories,Belkin Standard 104 key USB Keyboard,,,,,2015-11-21,161,87,12,96,0
Phoenix,West,Office Supplies,Labels,Avery 506,,,,,2015-11-21,77,3,4,56,0
Brownsville,Central,Office Supplies,Envelopes,Airmail Envelopes,,,,,2014-03-30,133,10,10,25,0
Brownsville,Central,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,,,,,2014-03-30,184,53,10,95,0
Brownsville,Central,Furniture,Chairs,"Global Stack Chair without Arms, Black",,,,,2014-03-30,168,11,12,44,0
Louisville,South,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,,,,,2017-12-29,135,55,2,41,0
Louisville,South,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,,,,,2017-12-29,79,76,9,72,0
Louisville,South,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,,,,,2017-12-29,66,54,10,21,0
Louisville,South,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",,,,,2017-12-29,74,47,11,98,1
Louisville,South,Furniture,Chairs,Harbour Creations Steel Folding Chair,,,,,2017-12-29,139,73,8,68,0
Newark,East,Office Supplies,Art,Newell 34,,,,,2017-03-02,98,56,5,74,0
Newark,East,Office Supplies,Envelopes,Staple envelope,,,,,2017-03-02,171,38,13,27,0
Newark,East,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",,,,,2017-03-02,44,24,6,52,1
Newark,East,Office Supplies,Paper,Easy-staple paper,,,,,2017-03-02,194,42,2,40,0
Pueblo,West,Technology,Machines,Zebra GK420t Direct Thermal/Thermal Transfer Printer,,,,,2016-10-06,95,66,8,99,1
Pueblo,West,Office Supplies,Binders,Recycled Easel Ring Binders,,,,,2016-10-06,177,69,7,67,0
Pueblo,West,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",,,,,2016-10-06,44,25,12,66,1
Pueblo,West,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",,,,,2016-10-06,93,2,12,70,0
Los Angeles,West,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,,,,,2015-04-05,139,12,11,34,0
Greenville,South,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White",,,,,2014-09-09,75,8,12,80,1
San Francisco,West,Office Supplies,Binders,Avery Round Ring Poly Binders,,,,,2016-03-15,33,67,11,60,1
San Francisco,West,Furniture,Chairs,Global Comet Stacking Arm Chair,,,,,2016-03-15,43,27,12,52,1
Marion,East,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",,,,,2015-12-27,140,47,7,86,0
Marion,East,Office Supplies,Envelopes,Staple envelope,,,,,2015-12-27,41,56,13,45,1
Dallas,Central,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,,,,,2017-08-07,170,2,11,21,0
Dallas,Central,Office Supplies,Storage,Safco Industrial Shelving,,,,,2017-08-07,198,65,13,66,0
Huntsville,South,Office Supplies,Art,Newell 316,,,,,2015-03-22,169,35,6,77,0
Las Vegas,West,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",,,,,2015-11-30,30,96,5,93,1
Las Vegas,West,Office Supplies,Paper,Xerox 1997,,,,,2015-11-30,74,70,2,32,0
Los Angeles,West,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,,,,,2014-04-15,12,66,7,71,1
Los Angeles,West,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",,,,,2014-04-15,43,73,13,92,1
Lakewood,East,Office Supplies,Binders,GBC ProClick Punch Binding System,,,,,2017-07-30,146,94,2,24,0
Fremont,Central,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",,,,,2017-06-01,164,99,2,79,0
Huntsville,Central,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",,,,,2014-01-07,139,39,10,57,0
Huntsville,Central,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",,,,,2014-01-07,10,11,13,29,1
Los Angeles,West,Office Supplies,Art,Newell 334,,,,,2017-09-29,37,75,9,43,1
Asheville,South,Office Supplies,Art,Fluorescent Highlighters by Dixon,,,,,2017-09-13,20,5,13,92,1
Bossier City,South,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,,,,,2014-10-22,191,99,6,48,0
Providence,East,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,,,,,2016-10-04,139,75,5,91,0
Providence,East,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,,,,,2016-10-04,16,99,8,87,1
Providence,East,Office Supplies,Storage,Letter Size File,,,,,2016-10-04,123,68,12,60,0
Everett,East,Office Supplies,Paper,Xerox 1977,,,,,2015-11-27,60,67,7,29,0
Everett,East,Office Supplies,Paper,Xerox 1884,,,,,2015-11-27,92,26,14,98,1
Everett,East,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,,,,,2015-11-27,149,86,11,56,0
Everett,East,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",,,,,2015-11-27,165,16,6,71,0
Everett,East,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",,,,,2015-11-27,177,41,10,73,0
Everett,East,Office Supplies,Paper,Xerox 197,,,,,2015-11-27,16,58,11,23,1
Everett,East,Furniture,Tables,Hon Non-Folding Utility Tables,,,,,2015-11-27,113,4,9,53,0
Rancho Cucamonga,West,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,,,,,2017-05-06,164,42,10,91,0
Charlotte,South,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",,,,,2014-10-08,49,63,4,82,1
Providence,East,Office Supplies,Paper,Xerox 1917,,,,,2014-12-31,2,23,6,37,1
Providence,East,Office Supplies,Paper,Xerox 1970,,,,,2014-12-31,144,21,7,79,0
Providence,East,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,,,,,2014-12-31,129,96,7,77,0
Providence,East,Furniture,Bookcases,Sauder Inglewood Library Bookcases,,,,,2014-12-31,173,92,4,24,0
Providence,East,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",,,,,2014-12-31,195,28,4,42,0
Midland,Central,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,,,,,2015-04-28,98,99,7,78,0
Midland,Central,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,,,,,2015-04-28,112,70,9,64,0
Rochester,East,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",,,,,2015-02-14,50,34,14,67,1
Rochester,East,Technology,Phones,Samsung Galaxy S4,,,,,2015-02-14,155,86,14,96,0
Jackson,Central,Furniture,Tables,Chromcraft Round Conference Tables,,,,,2016-11-25,37,57,7,64,1
Jackson,Central,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,,,,,2016-11-25,104,98,10,69,0
Jackson,Central,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,,,,,2016-11-25,138,23,6,95,0
Suffolk,South,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,,,,,2017-07-15,43,49,7,82,1
Suffolk,South,Furniture,Tables,Hon 5100 Series Wood Tables,,,,,2017-07-15,95,22,5,69,0
Suffolk,South,Office Supplies,Paper,Xerox 1999,,,,,2017-07-15,136,33,3,30,0
Brentwood,West,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,,,,,2014-12-29,156,62,14,99,0
Brentwood,West,Technology,Phones,HTC One,,,,,2014-12-29,95,44,4,55,0
Seattle,West,Furniture,Chairs,"Global Stack Chair with Arms, Black",,,,,2016-03-22,12,73,4,63,1
Houston,Central,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",,,,,2017-07-02,12,92,7,82,1
Houston,Central,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,,,,,2017-07-02,49,67,14,36,0
Lawrence,East,Technology,Copiers,Canon PC1080F Personal Copier,,,,,2017-12-14,79,42,14,74,0
Lawrence,East,Office Supplies,Storage,Safco Industrial Shelving,,,,,2017-12-14,94,6,2,37,0
Lawrence,East,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,,,,,2017-12-14,12,32,14,74,1
Lawrence,East,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",,,,,2017-12-14,120,74,6,26,0
Lawrence,East,Furniture,Tables,Bretford Rectangular Conference Table Tops,,,,,2017-12-14,96,2,12,81,0
Detroit,Central,Office Supplies,Paper,Xerox 1950,,,,,2016-08-26,96,16,12,97,1
Detroit,Central,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,,,,,2016-08-26,97,43,4,83,0
Detroit,Central,Furniture,Tables,Hon 4060 Series Tables,,,,,2016-08-26,195,33,5,74,0
Detroit,Central,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,,,,,2016-08-26,129,78,8,27,0
Detroit,Central,Office Supplies,Art,Newell 335,,,,,2016-08-26,137,10,9,42,0
Orem,West,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,,,,,2017-10-15,138,23,5,89,0
Philadelphia,East,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",,,,,2014-10-25,34,67,14,47,1
Philadelphia,East,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",,,,,2014-10-25,145,65,7,60,0
Mesa,West,Technology,Phones,Samsung HM1900 Bluetooth Headset,,,,,2015-04-02,110,70,9,32,0
Fayetteville,South,Furniture,Furnishings,"Computer Room Manger, 14""",,,,,2017-10-28,92,7,11,83,0
Fayetteville,South,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",,,,,2017-10-28,150,40,2,34,0
Fayetteville,South,Office Supplies,Paper,Xerox 1936,,,,,2017-10-28,29,48,9,89,1
Los Angeles,West,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,,,,,2014-12-05,105,17,10,49,0
Philadelphia,East,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",,,,,2017-11-03,45,86,11,89,1
Colorado Springs,West,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",,,,,2015-01-06,12,81,9,75,1
Colorado Springs,West,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,,,,,2015-01-06,124,28,12,43,0
Los Angeles,West,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,,,,,2017-09-09,190,64,5,22,0
New York City,East,Office Supplies,Art,Newell 34,,,,,2015-01-05,66,18,14,75,1
New York City,East,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",,,,,2015-01-05,153,0,7,92,0
New York City,East,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,,,,,2015-01-05,118,81,2,29,0
San Francisco,West,Office Supplies,Appliances,Hoover Commercial SteamVac,,,,,2017-04-16,94,74,10,38,0
Austin,Central,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,,,,,2015-09-10,64,11,5,59,0
Cleveland,East,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,,,,,2016-09-25,116,29,8,56,0
Cleveland,East,Office Supplies,Storage,Eldon Gobal File Keepers,,,,,2016-09-25,195,70,13,51,0
Cleveland,East,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",,,,,2016-09-25,108,41,10,94,0
New York City,East,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,,,,,2015-03-16,41,78,3,70,1
El Paso,Central,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,,,,,2016-11-26,60,80,6,50,0
Tallahassee,South,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),,,,,2016-09-26,142,26,3,28,0
Seattle,West,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",,,,,2017-06-13,138,48,2,88,0
Dallas,Central,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,,,,,2017-09-18,193,58,11,93,0
Houston,Central,Office Supplies,Paper,Xerox 1977,,,,,2017-06-02,153,65,2,98,0
Springfield,East,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",,,,,2016-05-15,38,49,5,96,1
Seattle,West,Office Supplies,Art,BIC Brite Liner Highlighters,,,,,2017-09-15,106,56,12,30,0
Seattle,West,Office Supplies,Paper,Xerox 202,,,,,2016-08-22,199,9,5,69,0
New York City,East,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,,,,,2014-05-30,38,60,13,96,1
Charlotte,South,Office Supplies,Art,Newell 310,,,,,2017-12-18,55,97,7,99,1
Baltimore,East,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,,,,,2017-07-30,150,93,3,90,0
San Francisco,West,Office Supplies,Paper,Tops Wirebound Message Log Books,,,,,2014-11-21,39,92,10,26,0
San Francisco,West,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,,,,,2014-11-21,174,79,6,54,0
Tucson,West,Technology,Phones,Samsung HM1900 Bluetooth Headset,,,,,2015-09-24,162,17,6,25,0
Los Angeles,West,Office Supplies,Paper,Xerox 203,,,,,2017-08-20,131,77,11,55,0
Waterbury,East,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,,,,,2016-06-17,118,74,7,20,0
Waterbury,East,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,,,,,2016-06-17,154,70,5,76,0
Waterbury,East,Office Supplies,Art,Newell 35,,,,,2016-06-17,28,10,13,29,1
Chicago,Central,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,,,,,2015-12-19,157,9,8,34,0
